date,gas,temperature
2020-01-06,232.6147,3.8
2020-01-07,231.6921,1.8
2020-01-08,230.7608,1.9
2020-01-09,230.3455,7.6
2020-01-10,229.9924,5.0
2020-01-11,229.4978,5.7
2020-01-12,228.8908,4.9
2020-01-13,228.3062,6.4
2020-01-14,227.8539,9.8
2020-01-15,227.333,11.3
2020-01-16,226.7713,8.1
2020-01-17,226.1017,4.7
2020-01-18,225.4439,5.7
2020-01-19,224.5204,7.4
2020-01-20,222.9274,10.4
2020-01-21,221.2338,11.0
2020-01-22,219.6681,7.2
2020-01-23,217.9691,8.2
2020-01-24,216.2523,4.3
2020-01-25,215.0642,2.8
2020-01-26,214.1254,2.8
2020-01-27,213.1975,0.2
2020-01-28,211.8135,-0.2
2020-01-29,210.5437,2.6
2020-01-30,209.3934,0.5
2020-01-31,209.0171,1.3
2020-02-01,208.929,4.4
2020-02-02,208.7523,7.2
2020-02-03,208.0106,5.1
2020-02-04,207.0659,3.8
2020-02-05,205.8594,7.8
2020-02-06,204.0149,10.8
2020-02-07,202.9,10.5
2020-02-08,202.0263,9.0
2020-02-09,201.7069,9.3
2020-02-10,201.1952,4.6
2020-02-11,200.4313,2.9
2020-02-12,199.4534,3.8
2020-02-13,198.4849,3.5
2020-02-14,197.8585,7.2
2020-02-15,197.7208,9.8
2020-02-16,197.7605,7.5
2020-02-17,197.3279,4.7
2020-02-18,196.7356,4.2
2020-02-19,196.2389,5.1
2020-02-20,195.7368,6.6
2020-02-21,195.2473,9.0
2020-02-22,195.0801,13.4
2020-02-23,195.007,8.2
2020-02-24,194.4365,6.8
2020-02-25,193.9767,5.5
2020-02-26,192.9121,7.7
2020-02-27,191.3868,5.9
2020-02-28,190.0127,8.1
2020-02-29,189.8878,9.0
2020-03-01,189.4888,6.9
2020-03-02,188.0962,7.5
2020-03-03,187.4626,3.2
2020-03-04,186.6976,2.1
2020-03-05,185.7577,3.8
2020-03-06,185.2048,8.9
2020-03-07,184.7793,7.0
2020-03-08,184.6814,6.0
2020-03-09,184.1039,4.7
2020-03-10,183.7457,5.2
2020-03-11,183.6212,5.5
2020-03-12,183.5465,5.4
2020-03-13,183.1427,5.6
2020-03-14,182.6809,8.3
2020-03-15,182.5353,7.3
2020-03-16,182.2653,9.2
2020-03-17,182.0137,11.6
2020-03-18,181.8329,9.5
2020-03-19,181.4398,6.8
2020-03-20,181.062,6.3
2020-03-21,180.6929,9.9
2020-03-22,180.3109,9.5
2020-03-23,179.3395,9.2
2020-03-24,178.561,10.4
2020-03-25,177.6848,9.9
2020-03-26,176.8809,7.8
2020-03-27,176.5238,5.5
2020-03-28,176.6345,4.4
2020-03-29,176.4609,3.7
2020-03-30,175.5288,4.2
2020-03-31,173.9688,4.7
2020-04-01,175.125,5.1
2020-04-02,175.2237,8.1
2020-04-03,174.9595,8.5
2020-04-04,175.1247,4.3
2020-04-05,175.5273,2.8
2020-04-06,175.9235,3.8
2020-04-07,176.3035,4.0
2020-04-08,176.7236,5.4
2020-04-09,177.2438,7.6
2020-04-10,177.9241,7.0
2020-04-11,178.7169,11.2
2020-04-12,179.6626,14.5
2020-04-13,180.3192,13.8
2020-04-14,180.3211,16.1
2020-04-15,180.3881,14.6
2020-04-16,180.7621,12.9
2020-04-17,181.1876,13.2
2020-04-18,182.2151,15.0
2020-04-19,183.203,8.7
2020-04-20,183.7847,6.3
2020-04-21,184.4426,9.2
2020-04-22,185.0986,13.7
2020-04-23,185.5594,13.8
2020-04-24,186.175,13.8
2020-04-25,186.922,13.1
2020-04-26,187.5773,12.8
2020-04-27,187.9079,13.8
2020-04-28,188.2347,15.1
2020-04-29,188.7807,15.4
2020-04-30,189.4421,14.3
2020-05-01,190.2851,10.7
2020-05-02,191.0097,11.9
2020-05-03,191.6923,14.7
2020-05-04,192.1086,12.9
2020-05-05,192.3426,13.5
2020-05-06,192.5829,12.1
2020-05-07,193.0083,11.1
2020-05-08,193.9556,10.1
2020-05-09,195.174,11.4
2020-05-10,196.4578,11.9
2020-05-11,197.0586,10.0
2020-05-12,196.7204,11.4
2020-05-13,196.7745,13.6
2020-05-14,196.8746,16.2
2020-05-15,197.1022,17.9
2020-05-16,197.7369,15.0
2020-05-17,198.5898,8.9
2020-05-18,199.2448,7.9
2020-05-19,199.6475,9.2
2020-05-20,200.0969,9.4
2020-05-21,200.8594,10.2
2020-05-22,201.8543,11.9
2020-05-23,202.8852,12.7
2020-05-24,203.5863,15.7
2020-05-25,204.1225,16.2
2020-05-26,204.4713,16.6
2020-05-27,204.4744,19.2
2020-05-28,204.3562,19.9
2020-05-29,204.4872,15.4
2020-05-30,205.0927,13.6
2020-05-31,205.6656,15.7
2020-06-01,206.3013,15.5
2020-06-02,206.6409,17.4
2020-06-03,206.9657,15.7
2020-06-04,207.2612,16.5
2020-06-05,207.4193,17.9
2020-06-06,207.9253,17.0
2020-06-07,208.3948,19.2
2020-06-08,208.5556,21.5
2020-06-09,208.6581,19.9
2020-06-10,208.6495,13.9
2020-06-11,208.9508,11.1
2020-06-12,209.3955,12.7
2020-06-13,210.0843,13.8
2020-06-14,210.8833,13.7
2020-06-15,211.2331,14.6
2020-06-16,211.4512,15.8
2020-06-17,211.625,16.9
2020-06-18,211.7944,19.9
2020-06-19,212.0318,20.5
2020-06-20,212.6239,19.6
2020-06-21,213.3005,19.5
2020-06-22,213.6125,18.3
2020-06-23,213.8615,18.2
2020-06-24,214.0318,18.3
2020-06-25,214.2489,18.0
2020-06-26,214.5386,17.6
2020-06-27,215.068,19.4
2020-06-28,215.6049,18.4
2020-06-29,215.9006,20.2
2020-06-30,216.2569,22.5
2020-07-01,216.4954,23.2
2020-07-02,216.5875,24.2
2020-07-03,217.2424,23.1
2020-07-04,218.0481,19.1
2020-07-05,218.8538,17.4
2020-07-06,218.9336,17.5
2020-07-07,218.8503,18.5
2020-07-08,218.7953,17.4
2020-07-09,218.5834,17.3
2020-07-10,218.716,18.3
2020-07-11,219.0347,19.7
2020-07-12,219.5607,15.5
2020-07-13,219.8505,15.7
2020-07-14,219.5625,14.7
2020-07-15,219.1868,18.8
2020-07-16,218.8179,16.7
2020-07-17,218.5045,15.1
2020-07-18,218.3064,15.9
2020-07-19,218.1644,18.5
2020-07-20,217.8431,17.5
2020-07-21,217.2676,16.6
2020-07-22,216.7776,15.6
2020-07-23,216.2616,17.3
2020-07-24,215.8392,20.2
2020-07-25,215.5361,20.9
2020-07-26,216.0473,17.9
2020-07-27,216.2337,16.5
2020-07-28,216.3998,16.5
2020-07-29,216.6516,19.1
2020-07-30,216.6813,19.4
2020-07-31,216.8623,19.7
2020-08-01,217.389,19.4
2020-08-02,217.934,20.7
2020-08-03,218.1998,19.3
2020-08-04,218.4131,18.0
2020-08-05,218.8158,19.6
2020-08-06,219.0667,24.8
2020-08-07,219.4655,25.2
2020-08-08,220.0742,20.3
2020-08-09,220.6516,18.5
2020-08-10,221.0511,18.2
2020-08-11,221.2946,21.9
2020-08-12,221.5604,25.2
2020-08-13,221.974,26.9
2020-08-14,222.3401,28.6
2020-08-15,222.8261,27.7
2020-08-16,223.3483,27.6
2020-08-17,223.722,27.6
2020-08-18,223.997,27.5
2020-08-19,224.2152,26.3
2020-08-20,224.4824,24.5
2020-08-21,224.9319,23.0
2020-08-22,225.6034,23.4
2020-08-23,226.1688,21.0
2020-08-24,226.2688,20.5
2020-08-25,226.4866,21.4
2020-08-26,226.8383,25.1
2020-08-27,226.97,24.9
2020-08-28,227.1262,21.3
2020-08-29,227.2555,18.8
2020-08-30,227.4196,17.8
2020-08-31,227.3665,18.3
2020-09-01,227.3597,18.0
2020-09-02,227.4909,17.5
2020-09-03,227.6718,18.1
2020-09-04,227.8529,16.3
2020-09-05,228.3248,15.7
2020-09-06,228.7128,15.9
2020-09-07,228.8414,15.3
2020-09-08,228.9539,16.0
2020-09-09,229.1499,15.6
2020-09-10,229.1486,19.5
2020-09-11,229.2664,15.3
2020-09-12,229.6815,14.7
2020-09-13,230.1385,15.1
2020-09-14,230.309,17.3
2020-09-15,230.5144,19.5
2020-09-16,230.5779,15.3
2020-09-17,230.7136,16.4
2020-09-18,230.9406,16.5
2020-09-19,231.4002,18.1
2020-09-20,231.7938,21.2
2020-09-21,231.8533,23.9
2020-09-22,231.9658,21.6
2020-09-23,232.0046,16.0
2020-09-24,232.2571,17.0
2020-09-25,232.3813,18.7
2020-09-26,232.2834,17.8
2020-09-27,232.1651,17.7
2020-09-28,231.8139,17.8
2020-09-29,231.5357,18.4
2020-09-30,231.1915,16.6
2020-10-01,231.2101,12.2
2020-10-02,231.3476,11.4
2020-10-03,231.7645,12.9
2020-10-04,232.1349,12.2
2020-10-05,232.1165,13.6
2020-10-06,232.1307,16.0
2020-10-07,232.1809,14.4
2020-10-08,232.2332,14.1
2020-10-09,232.2515,13.2
2020-10-10,232.4731,12.6
2020-10-11,232.6703,12.0
2020-10-12,232.5368,12.8
2020-10-13,232.3604,12.3
2020-10-14,232.1975,14.1
2020-10-15,231.9073,12.5
2020-10-16,231.6792,10.1
2020-10-17,231.4466,9.3
2020-10-18,231.3983,9.9
2020-10-19,231.1477,9.0
2020-10-20,230.9406,8.5
2020-10-21,230.8774,8.6
2020-10-22,230.8891,9.0
2020-10-23,230.7903,8.5
2020-10-24,230.978,9.0
2020-10-25,231.2378,9.9
2020-10-26,230.962,12.0
2020-10-27,230.3872,15.6
2020-10-28,230.0295,15.8
2020-10-29,229.7651,13.3
2020-10-30,229.7348,13.7
2020-10-31,230.0841,13.5
2020-11-01,230.5112,10.7
2020-11-02,230.9713,10.4
2020-11-03,231.035,11.9
2020-11-04,230.6003,10.6
2020-11-05,230.0641,14.0
2020-11-06,229.7967,14.5
2020-11-07,229.7613,15.2
2020-11-08,229.7507,16.9
2020-11-09,229.5051,10.3
2020-11-10,228.6223,7.3
2020-11-11,228.1969,4.8
2020-11-12,227.9369,6.3
2020-11-13,227.6822,9.6
2020-11-14,227.7814,11.3
2020-11-15,227.962,12.1
2020-11-16,227.8482,10.9
2020-11-17,227.5953,11.3
2020-11-18,227.5296,11.1
2020-11-19,227.4375,10.6
2020-11-20,226.7416,13.1
2020-11-21,226.4102,13.7
2020-11-22,226.0728,10.9
2020-11-23,225.4161,11.5
2020-11-24,224.5756,11.9
2020-11-25,223.2735,9.6
2020-11-26,221.7292,4.7
2020-11-27,220.2968,6.3
2020-11-28,219.1438,9.0
2020-11-29,217.7302,6.7
2020-11-30,215.9574,8.0
2020-12-01,213.9433,7.3
2020-12-02,211.732,8.3
2020-12-03,209.8683,5.6
2020-12-04,208.3012,4.7
2020-12-05,206.9122,1.3
2020-12-06,205.7252,0.3
2020-12-07,203.9923,6.3
2020-12-08,202.5986,5.0
2020-12-09,200.6331,4.8
2020-12-10,198.5602,5.7
2020-12-11,196.8809,3.1
2020-12-12,195.7697,2.7
2020-12-13,194.923,3.0
2020-12-14,193.8542,2.4
2020-12-15,192.4105,1.5
2020-12-16,191.5274,0.6
2020-12-17,190.7533,2.6
2020-12-18,189.9598,5.9
2020-12-19,189.5341,6.6
2020-12-20,189.0227,8.6
2020-12-21,188.1334,8.3
2020-12-22,187.7593,7.1
2020-12-23,187.3208,9.3
2020-12-24,186.9103,7.5
2020-12-25,186.2995,9.3
2020-12-26,185.5331,8.5
2020-12-27,184.6659,7.4
2020-12-28,183.4341,12.2
2020-12-29,182.0859,11.2
2020-12-30,180.5986,5.7
2020-12-31,179.3449,2.7
2021-01-01,178.2271,2.7
2021-01-02,176.9397,4.5
2021-01-03,175.4591,3.6
2021-01-04,173.2224,2.0
2021-01-05,170.7296,3.0
2021-01-06,168.3559,2.7
2021-01-07,165.4967,2.4
2021-01-08,162.5885,2.2
2021-01-09,159.9313,2.2
2021-01-10,157.3705,1.7
2021-01-11,154.4501,1.6
2021-01-12,151.5207,1.8
2021-01-13,148.6294,1.0
2021-01-14,145.5141,1.0
2021-01-15,142.0435,-0.0
2021-01-16,139.1924,0.9
2021-01-17,136.6733,2.6
2021-01-18,133.7748,5.1
2021-01-19,131.4648,2.1
2021-01-20,129.7516,1.3
2021-01-21,128.6018,-0.2
2021-01-22,127.0672,0.1
2021-01-23,125.3978,1.9
2021-01-24,123.7563,3.6
2021-01-25,121.0968,5.6
2021-01-26,118.6091,8.5
2021-01-27,116.2258,8.4
2021-01-28,114.5126,5.0
2021-01-29,113.0638,2.8
2021-01-30,111.4488,1.2
2021-01-31,109.519,0.2
2021-02-01,107.5278,2.5
2021-02-02,106.0496,3.0
2021-02-03,105.2098,5.8
2021-02-04,104.081,8.2
2021-02-05,103.022,1.8
2021-02-06,102.0949,0.3
2021-02-07,100.6713,3.4
2021-02-08,98.2341,6.2
2021-02-09,95.3361,9.4
2021-02-10,92.2624,7.0
2021-02-11,89.5959,7.0
2021-02-12,86.863,4.6
2021-02-13,84.5146,-1.0
2021-02-14,82.4491,-5.5
2021-02-15,80.0949,-7.6
2021-02-16,79.1101,-6.6
2021-02-17,78.6071,-5.6
2021-02-18,78.133,-8.0
2021-02-19,77.7012,-5.4
2021-02-20,77.5284,-1.4
2021-02-21,77.4644,3.1
2021-02-22,76.9805,8.1
2021-02-23,76.741,8.1
2021-02-24,76.7875,7.7
2021-02-25,76.6419,6.7
2021-02-26,76.576,11.3
2021-02-27,76.4692,11.1
2021-02-28,76.1847,11.8
2021-03-01,75.2862,13.5
2021-03-02,74.5805,13.5
2021-03-03,73.7082,12.7
2021-03-04,72.9896,7.9
2021-03-05,72.0484,4.9
2021-03-06,71.3484,6.5
2021-03-07,70.652,6.5
2021-03-08,69.4695,7.8
2021-03-09,68.2933,8.6
2021-03-10,67.7124,4.6
2021-03-11,67.4195,2.6
2021-03-12,67.2762,1.0
2021-03-13,67.2082,1.3
2021-03-14,66.8894,2.8
2021-03-15,66.8555,3.7
2021-03-16,66.414,6.1
2021-03-17,65.8377,9.1
2021-03-18,65.0374,6.4
2021-03-19,64.502,6.6
2021-03-20,64.1542,4.9
2021-03-21,64.0092,5.6
2021-03-22,63.3297,5.2
2021-03-23,62.8475,4.4
2021-03-24,62.6294,2.8
2021-03-25,62.5593,3.9
2021-03-26,62.8702,3.1
2021-03-27,63.2419,5.3
2021-03-28,63.6066,5.0
2021-03-29,63.1612,6.6
2021-03-30,64.3205,8.0
2021-03-31,65.7306,8.2
2021-04-01,66.3666,10.3
2021-04-02,66.6898,6.6
2021-04-03,67.2825,9.4
2021-04-04,67.8083,12.2
2021-04-05,67.8671,11.9
2021-04-06,67.1802,14.2
2021-04-07,66.3857,12.0
2021-04-08,65.4858,6.5
2021-04-09,65.0722,7.0
2021-04-10,65.0098,5.5
2021-04-11,65.0487,3.8
2021-04-12,64.001,2.1
2021-04-13,62.6956,1.9
2021-04-14,61.4947,3.6
2021-04-15,60.6,7.7
2021-04-16,60.2552,7.8
2021-04-17,60.1875,5.4
2021-04-18,60.2198,3.5
2021-04-19,60.0862,3.6
2021-04-20,60.1927,4.3
2021-04-21,60.4351,4.2
2021-04-22,60.4961,6.2
2021-04-23,60.6018,7.1
2021-04-24,61.0381,8.5
2021-04-25,61.5479,8.7
2021-04-26,61.9037,10.3
2021-04-27,62.3826,10.1
2021-04-28,62.7215,6.5
2021-04-29,62.7861,7.0
2021-04-30,62.5837,7.5
2021-05-01,62.692,6.1
2021-05-02,62.7635,7.4
2021-05-03,62.4629,8.9
2021-05-04,62.5144,11.0
2021-05-05,62.098,9.0
2021-05-06,61.4407,7.4
2021-05-07,61.0724,7.8
2021-05-08,61.4291,7.2
2021-05-09,62.4886,8.0
2021-05-10,63.546,10.5
2021-05-11,64.2747,7.4
2021-05-12,64.8939,7.4
2021-05-13,65.5777,7.1
2021-05-14,66.1049,9.9
2021-05-15,66.7535,18.4
2021-05-16,67.4139,17.3
2021-05-17,67.7213,13.6
2021-05-18,67.9063,13.1
2021-05-19,68.1345,12.4
2021-05-20,68.7951,12.1
2021-05-21,69.68,11.2
2021-05-22,70.3818,11.5
2021-05-23,71.1256,11.4
2021-05-24,71.8189,11.3
2021-05-25,72.0525,10.6
2021-05-26,72.3274,11.5
2021-05-27,72.3781,13.2
2021-05-28,72.7137,10.5
2021-05-29,73.5867,11.4
2021-05-30,74.6333,12.3
2021-05-31,75.5106,9.9
2021-06-01,76.6274,10.8
2021-06-02,77.9305,11.1
2021-06-03,79.1196,12.0
2021-06-04,80.2054,12.8
2021-06-05,81.5302,14.4
2021-06-06,82.8049,16.1
2021-06-07,83.5875,17.5
2021-06-08,84.2593,19.1
2021-06-09,84.6281,20.1
2021-06-10,85.2209,19.8
2021-06-11,85.8661,17.8
2021-06-12,86.8787,15.8
2021-06-13,87.9284,16.5
2021-06-14,88.7612,17.6
2021-06-15,89.2561,19.8
2021-06-16,89.8155,20.3
2021-06-17,90.5993,20.0
2021-06-18,91.5126,17.9
2021-06-19,92.6981,15.9
2021-06-20,93.777,19.6
2021-06-21,94.7362,18.9
2021-06-22,95.1428,22.8
2021-06-23,95.6445,25.8
2021-06-24,96.1458,24.6
2021-06-25,96.788,23.7
2021-06-26,97.718,22.1
2021-06-27,98.7856,16.3
2021-06-28,99.5175,14.6
2021-06-29,100.2915,14.7
2021-06-30,100.9545,16.9
2021-07-01,101.8586,17.4
2021-07-02,102.4608,19.7
2021-07-03,103.6661,21.1
2021-07-04,104.7887,20.7
2021-07-05,105.7581,18.9
2021-07-06,106.3447,15.5
2021-07-07,106.7416,14.2
2021-07-08,107.0727,16.5
2021-07-09,107.7628,19.0
2021-07-10,108.7687,18.7
2021-07-11,109.7743,17.5
2021-07-12,110.4563,19.6
2021-07-13,110.5762,18.4
2021-07-14,110.5983,17.7
2021-07-15,110.6044,18.2
2021-07-16,111.1763,17.9
2021-07-17,111.7224,18.1
2021-07-18,112.242,19.6
2021-07-19,112.59,18.4
2021-07-20,112.8655,18.1
2021-07-21,112.9583,18.9
2021-07-22,112.972,17.6
2021-07-23,113.8265,19.7
2021-07-24,114.9919,19.9
2021-07-25,115.938,17.9
2021-07-26,116.7442,16.5
2021-07-27,117.6631,18.3
2021-07-28,118.6192,19.0
2021-07-29,119.5234,18.6
2021-07-30,120.3342,19.2
2021-07-31,121.1887,20.1
2021-08-01,122.1504,19.2
2021-08-02,123.0199,18.3
2021-08-03,123.6441,18.5
2021-08-04,124.3941,17.5
2021-08-05,125.0699,18.2
2021-08-06,126.2004,17.2
2021-08-07,127.0802,15.9
2021-08-08,127.927,15.6
2021-08-09,128.5328,14.8
2021-08-10,129.1466,16.3
2021-08-11,129.697,18.0
2021-08-12,130.1472,18.1
2021-08-13,130.8327,17.7
2021-08-14,131.7509,16.7
2021-08-15,132.5957,17.1
2021-08-16,133.2998,17.4
2021-08-17,133.6969,18.2
2021-08-18,134.1865,20.3
2021-08-19,134.678,19.9
2021-08-20,135.3867,18.2
2021-08-21,136.258,20.0
2021-08-22,137.1567,15.7
2021-08-23,138.103,13.9
2021-08-24,139.0409,16.8
2021-08-25,139.8677,17.5
2021-08-26,140.768,17.9
2021-08-27,141.7468,19.4
2021-08-28,142.7708,18.1
2021-08-29,143.7714,17.7
2021-08-30,144.672,16.6
2021-08-31,145.2367,16.3
2021-09-01,145.9165,16.1
2021-09-02,146.3951,14.8
2021-09-03,146.9666,15.4
2021-09-04,147.7702,15.0
2021-09-05,148.6028,17.3
2021-09-06,149.155,16.2
2021-09-07,149.6195,15.6
2021-09-08,150.3571,16.7
2021-09-09,151.1479,17.9
2021-09-10,151.8338,17.3
2021-09-11,152.6939,18.0
2021-09-12,153.6043,18.0
2021-09-13,154.1818,19.1
2021-09-14,153.352,20.1
2021-09-15,154.9728,20.1
2021-09-16,155.2955,19.1
2021-09-17,155.7266,18.1
2021-09-18,156.486,17.3
2021-09-19,157.244,15.7
2021-09-20,157.5507,18.4
2021-09-21,157.9548,18.5
2021-09-22,158.2464,16.0
2021-09-23,159.0672,16.2
2021-09-24,159.8753,16.6
2021-09-25,161.2233,15.8
2021-09-26,162.6978,14.1
2021-09-27,163.8219,13.8
2021-09-28,164.802,13.2
2021-09-29,165.7528,14.9
2021-09-30,166.8653,17.0
2021-10-01,167.683,16.9
2021-10-02,168.7998,18.0
2021-10-03,170.2944,16.3
2021-10-04,171.1064,14.2
2021-10-05,172.3593,12.8
2021-10-06,172.8874,11.7
2021-10-07,172.8262,13.7
2021-10-08,173.3154,15.1
2021-10-09,174.2309,16.1
2021-10-10,174.7885,13.8
2021-10-11,174.7173,12.9
2021-10-12,175.3638,11.3
2021-10-13,175.0441,11.7
2021-10-14,175.2833,11.9
2021-10-15,175.5613,11.9
2021-10-16,175.8626,10.2
2021-10-17,176.1928,11.9
2021-10-18,176.3774,10.2
2021-10-19,176.681,9.2
2021-10-20,177.2991,12.0
2021-10-21,177.141,11.0
2021-10-22,177.1366,8.6
2021-10-23,177.0487,9.0
2021-10-24,177.0453,10.9
2021-10-25,176.661,15.5
2021-10-26,176.6434,16.5
2021-10-27,177.5552,10.6
2021-10-28,177.6245,8.3
2021-10-29,177.6446,8.4
2021-10-30,177.9954,8.5
2021-10-31,178.2137,9.6
2021-11-01,178.536,11.5
2021-11-02,177.9587,13.1
2021-11-03,177.1454,10.9
2021-11-04,176.5251,13.3
2021-11-05,176.0349,12.5
2021-11-06,176.1821,13.3
2021-11-07,176.3374,10.7
2021-11-08,175.6039,7.9
2021-11-09,175.1356,6.0
2021-11-10,174.5937,6.8
2021-11-11,173.8771,7.7
2021-11-12,172.9996,7.8
2021-11-13,173.0389,9.5
2021-11-14,173.2504,7.6
2021-11-15,172.7938,6.8
2021-11-16,172.0243,4.4
2021-11-17,171.7293,3.6
2021-11-18,171.6029,5.3
2021-11-19,171.9256,9.8
2021-11-20,172.2114,8.6
2021-11-21,172.3196,6.5
2021-11-22,171.5629,5.9
2021-11-23,170.2659,6.7
2021-11-24,168.8511,7.7
2021-11-25,167.4149,10.3
2021-11-26,166.0614,9.1
2021-11-27,164.9745,7.1
2021-11-28,163.8757,4.2
2021-11-29,162.1352,3.6
2021-11-30,160.7004,5.1
2021-12-01,159.7731,2.2
2021-12-02,158.3217,3.1
2021-12-03,156.9061,2.9
2021-12-04,156.0116,2.3
2021-12-05,155.1489,1.5
2021-12-06,153.5138,6.1
2021-12-07,152.0538,7.6
2021-12-08,150.6112,2.6
2021-12-09,148.9076,2.1
2021-12-10,147.4665,4.7
2021-12-11,146.6199,3.3
2021-12-12,146.1999,1.1
2021-12-13,145.3303,3.6
2021-12-14,144.3914,4.7
2021-12-15,143.5989,2.7
2021-12-16,142.933,3.0
2021-12-17,141.9931,2.9
2021-12-18,141.4623,6.7
2021-12-19,140.9074,8.4
2021-12-20,139.1681,7.3
2021-12-21,136.8583,8.6
2021-12-22,134.6619,8.4
2021-12-23,133.1747,7.7
2021-12-24,132.4765,6.2
2021-12-25,132.0847,5.6
2021-12-26,131.5465,3.5
2021-12-27,131.2412,-1.8
2021-12-28,131.0255,-1.4
2021-12-29,131.4029,2.0
2021-12-30,131.8752,7.4
2021-12-31,132.8857,1.8
2022-01-01,133.8885,2.1
2022-01-02,134.5521,5.8
2022-01-03,134.7305,8.7
2022-01-04,134.4012,9.5
2022-01-05,133.164,13.1
2022-01-06,131.8091,12.5
2022-01-07,130.4213,11.7
2022-01-08,129.4276,11.5
2022-01-09,128.4482,9.3
2022-01-10,126.1678,6.9
2022-01-11,123.7041,3.1
2022-01-12,121.3621,2.2
2022-01-13,119.2319,3.3
2022-01-14,117.1068,2.3
2022-01-15,115.7353,4.2
2022-01-16,114.7348,0.7
2022-01-17,113.1166,-0.4
2022-01-18,111.0591,1.8
2022-01-19,109.3698,2.2
2022-01-20,107.4262,2.3
2022-01-21,105.1914,2.8
2022-01-22,103.6836,3.3
2022-01-23,102.3135,5.9
2022-01-24,100.0398,5.6
2022-01-25,97.6671,2.6
2022-01-26,95.6072,2.7
2022-01-27,94.124,2.3
2022-01-28,92.4486,4.8
2022-01-29,91.8447,4.1
2022-01-30,91.2122,1.5
2022-01-31,89.7695,1.1
2022-02-01,88.8034,1.8
2022-02-02,87.782,4.8
2022-02-03,87.0346,4.6
2022-02-04,86.4945,7.7
2022-02-05,86.2308,5.2
2022-02-06,85.9724,4.2
2022-02-07,85.0342,4.8
2022-02-08,84.3749,7.1
2022-02-09,83.7995,7.2
2022-02-10,82.6589,6.5
2022-02-11,81.5693,4.6
2022-02-12,80.7944,6.5
2022-02-13,80.382,4.5
2022-02-14,79.8236,8.3
2022-02-15,79.151,8.7
2022-02-16,78.4915,5.5
2022-02-17,77.9832,3.6
2022-02-18,77.4172,1.4
2022-02-19,76.7853,4.6
2022-02-20,76.4036,9.0
2022-02-21,75.5622,6.5
2022-02-22,74.6033,10.3
2022-02-23,73.9085,9.0
2022-02-24,73.5396,8.3
2022-02-25,72.6851,5.5
2022-02-26,72.058,7.9
2022-02-27,71.5737,5.5
2022-02-28,70.4562,6.4
2022-03-01,68.9035,6.4
2022-03-02,67.6068,7.0
2022-03-03,66.4985,3.5
2022-03-04,65.432,2.3
2022-03-05,64.7681,3.9
2022-03-06,64.0878,4.6
2022-03-07,62.6379,4.6
2022-03-08,61.4344,5.2
2022-03-09,60.6319,4.1
2022-03-10,60.8986,3.6
2022-03-11,60.822,3.0
2022-03-12,61.0748,1.5
2022-03-13,61.4856,1.7
2022-03-14,61.2612,3.7
2022-03-15,60.9077,5.4
2022-03-16,60.7476,7.2
2022-03-17,60.4883,7.8
2022-03-18,60.2467,9.8
2022-03-19,60.7927,10.1
2022-03-20,61.2066,9.1
2022-03-21,61.0661,6.6
2022-03-22,61.2202,7.7
2022-03-23,61.5206,8.6
2022-03-24,62.4662,6.4
2022-03-25,62.8524,7.5
2022-03-26,63.8851,6.7
2022-03-27,64.7662,10.6
2022-03-28,65.2838,10.7
2022-03-29,65.8063,9.9
2022-03-30,66.0852,9.9
2022-03-31,65.5,9.3
2022-04-01,65.8103,10.2
2022-04-02,65.8065,10.4
2022-04-03,65.7712,11.4
2022-04-04,65.6239,9.6
2022-04-05,65.3157,8.2
2022-04-06,66.0544,4.8
2022-04-07,66.8163,1.7
2022-04-08,67.4668,2.6
2022-04-09,68.1911,2.7
2022-04-10,68.9791,3.7
2022-04-11,69.4275,9.7
2022-04-12,70.1756,9.4
2022-04-13,71.0694,9.3
2022-04-14,72.0917,5.9
2022-04-15,73.0313,5.6
2022-04-16,74.1863,5.7
2022-04-17,75.3869,8.8
2022-04-18,76.4317,13.8
2022-04-19,77.3803,13.9
2022-04-20,77.9137,13.7
2022-04-21,78.5762,9.8
2022-04-22,79.3898,10.1
2022-04-23,80.5186,10.2
2022-04-24,81.6684,11.4
2022-04-25,82.043,11.1
2022-04-26,82.3229,11.4
2022-04-27,82.5599,11.4
2022-04-28,83.3006,11.8
2022-04-29,83.9572,12.8
2022-04-30,84.7128,12.2
2022-05-01,86.1916,9.5
2022-05-02,87.1191,10.1
2022-05-03,88.0339,10.6
2022-05-04,89.1116,10.9
2022-05-05,90.1814,10.8
2022-05-06,90.9365,9.3
2022-05-07,92.1782,10.3
2022-05-08,93.3556,12.8
2022-05-09,94.1921,12.9
2022-05-10,94.7784,12.1
2022-05-11,95.6197,13.1
2022-05-12,96.1369,14.2
2022-05-13,97.2823,15.5
2022-05-14,98.7536,13.7
2022-05-15,100.3402,16.2
2022-05-16,101.4146,19.1
2022-05-17,102.4468,19.2
2022-05-18,103.5591,16.0
2022-05-19,104.564,15.0
2022-05-20,105.5739,15.6
2022-05-21,107.3674,18.2
2022-05-22,108.9921,18.6
2022-05-23,110.3362,18.9
2022-05-24,111.2745,21.7
2022-05-25,112.3811,20.6
2022-05-26,113.5599,16.9
2022-05-27,114.8893,15.3
2022-05-28,116.0533,16.6
2022-05-29,117.175,18.2
2022-05-30,117.668,14.2
2022-05-31,118.0698,14.5
2022-06-01,118.9174,16.5
